timestamp,solar_irradiance,wind_speed,temperature,cloud_cover,solar_kw,wind_kw,demand_kw,battery_soc_kwh,battery_soc_pct,hour_of_day,day_of_week,is_weekend,solar_kw_roll3h,solar_kw_roll24h,wind_kw_roll3h,wind_kw_roll24h,demand_kw_roll3h,demand_kw_roll24h,solar_kw_lag24h,wind_kw_lag24h,demand_kw_lag24h
2025-01-02 00:00:00,0.0,1.67,11.73,58.4,0.0,0.0,23.62814560668008,0.0,0.0,0,3,0,0.0,17.691,0.0,0.0,26.97278915520161,47.36555804297475,0.0,0.0,22.82146023339128
2025-01-02 01:00:00,0.0,1.45,11.41,60.15,0.0,0.0,22.04089144506196,0.0,0.0,1,3,0,0.0,17.691,0.0,0.0,24.45021412284896,47.346111898024,0.0,0.0,22.50759892387989
2025-01-02 02:00:00,0.0,1.28,11.59,87.63,0.0,0.0,24.29098024419187,0.0,0.0,2,3,0,0.0,17.691,0.0,0.0,23.320005765311304,47.309983763480496,0.0,0.0,25.158055473235716
2025-01-02 03:00:00,0.0,1.12,11.49,94.87,0.0,0.0,28.059223584666057,0.0,0.0,3,3,0,0.0,17.691,0.0,0.0,24.797031757973297,47.34274807537803,0.0,0.0,27.27288009912544
2025-01-02 04:00:00,0.0,0.98,11.36,91.6,0.0,0.0,27.237187139222264,0.0,0.0,4,3,0,0.0,17.691,0.0,0.0,26.5291303226934,47.39306152374479,0.0,0.0,26.02966437841992
2025-01-02 05:00:00,0.0,0.89,11.21,82.81,0.0,0.0,27.178230366491743,0.0,0.0,5,3,0,0.0,17.691,0.0,0.0,27.491547030126686,47.412897489857244,0.0,0.0,26.70216717979296
2025-01-02 06:00:00,0.0,0.9,10.99,67.93,0.0,0.0,34.10957769836131,0.0,0.0,6,3,0,0.0,17.691,0.0,0.0,29.508331734691776,47.61287344089498,0.0,0.0,29.31015487345553
2025-01-02 07:00:00,77.45,1.0,11.36,57.9,12.392,0.0,32.296141161654326,0.0,0.0,7,3,0,4.1306666666666665,17.921,0.0,0.0,31.194649742169123,47.35911201511695,6.872,0.0,38.38641538032698
2025-01-02 08:00:00,239.12,1.18,13.07,50.06,38.2592,0.0,48.417682835069385,0.0,0.0,8,3,0,16.883733333333335,18.643,0.0,0.0,38.27446723169501,47.573494847692274,20.9312,0.0,43.27249485326162
2025-01-02 09:00:00,395.35,1.03,14.67,40.38,63.25600000000001,0.0,47.18391854484763,10.0,20.0,9,3,0,37.96906666666667,19.859,0.0,0.0,42.63258084719045,47.560578198627496,34.072,0.0,47.493918122402434
2025-01-02 10:00:00,518.17,1.32,17.67,31.41,82.90719999999999,0.0,56.738257326196255,20.0,40.0,10,3,0,61.47413333333333,21.435266666666667,0.0,0.0,50.779952902037756,47.55123306196643,45.076800000000006,0.0,56.96254060606184
2025-01-02 11:00:00,657.0,1.57,20.04,11.95,105.12,0.0,64.63521114826013,30.0,60.0,11,3,0,83.76106666666665,23.1356,0.0,0.0,56.185795673101346,47.13936927415898,64.312,0.0,74.5199420556389
2025-01-02 12:00:00,670.28,1.6,21.25,14.43,107.2448,0.0,68.50990890468395,40.0,80.0,12,3,0,98.42399999999999,24.313133333333337,0.0,0.0,63.294459126380104,46.98717216510497,78.984,0.0,72.16263952197995
2025-01-02 13:00:00,596.4,1.49,21.78,11.12,95.424,0.0,84.36435471610785,50.0,100.0,13,3,0,102.59626666666666,25.439466666666664,0.0,0.0,72.50315825635064,47.43435441442677,68.392,0.0,73.63198073238492
2025-01-02 14:00:00,454.42,1.29,21.99,29.58,72.7072,0.0,81.83090887725697,40.87629112274303,81.75258224548605,14,3,0,91.79199999999999,26.134266666666672,0.0,0.0,78.2350574993496,47.64638848641371,56.03200000000001,0.0,76.74209114957021
2025-01-02 15:00:00,278.38,0.94,21.6,48.26,44.5408,0.0,76.95646411224178,30.876291122743027,61.75258224548605,15,3,0,70.89066666666666,26.48166666666667,0.0,0.0,81.05057590186887,47.29508679110265,36.2032,0.0,85.38770479970754
2025-01-02 16:00:00,98.05,0.58,20.13,68.06,15.688,0.0,74.78066775615936,20.876291122743027,41.75258224548605,16,3,0,44.31199999999999,26.564133333333334,0.0,0.0,77.85601358188603,47.264859194188034,13.708800000000004,0.0,75.50613008210988
2025-01-02 17:00:00,0.0,0.81,18.67,91.89,0.0,0.0,59.87514230428044,10.876291122743028,21.752582245486053,17,3,0,20.076266666666662,26.564133333333334,0.0,0.0,70.5374247242272,47.03648000653045,0.0,0.0,65.35624280806252
2025-01-02 18:00:00,0.0,1.65,16.96,85.5,0.0,0.0,63.12081082355623,0.8762911227430266,1.7525822454860531,18,3,0,5.2293333333333285,26.564133333333334,0.0,0.0,65.92554029466534,47.1304129020974,0.0,0.0,60.86642132994944
2025-01-02 19:00:00,0.0,2.24,15.49,90.92,0.0,0.0,47.7880599858736,0.0,0.0,19,3,0,0.0,26.564133333333334,0.0,0.0,56.92800437123676,46.96674988962212,0.0,0.0,51.71597228528035
2025-01-02 20:00:00,0.0,2.57,14.31,83.54,0.0,0.0,45.18378776363776,0.0,0.0,20,3,0,0.0,26.564133333333334,0.0,0.0,52.030886191022525,47.06020647155023,0.0,0.0,42.94082979736301
2025-01-02 21:00:00,0.0,2.68,13.49,58.62,0.0,0.0,36.41443982958519,0.0,0.0,21,3,0,0.0,26.564133333333334,0.0,0.0,43.12876252636551,47.16375891804213,0.0,0.0,33.92918111377994
2025-01-02 22:00:00,0.0,2.67,12.93,28.56,0.0,0.0,30.224570278126198,0.0,0.0,22,3,0,0.0,26.564133333333334,0.0,0.0,37.274265957116384,47.189423657042376,0.0,0.0,29.60861654211991
2025-01-02 23:00:00,0.0,2.6,12.43,8.31,0.0,0.0,28.737781684199888,0.0,0.0,23,3,0,0.0,26.564133333333334,0.0,0.0,31.79226393063709,47.23343100568385,0.0,0.0,27.681605316804838
2025-01-03 00:00:00,0.0,2.56,11.8,13.0,0.0,0.0,25.70084055811332,0.0,0.0,0,4,0,0.0,26.564133333333334,0.0,0.0,28.221064173479803,47.319793295326896,0.0,0.0,23.62814560668008
2025-01-03 01:00:00,0.0,2.6,10.98,14.87,0.0,0.0,23.75136977658426,0.0,0.0,1,4,0,0.0,26.564133333333334,0.0,0.0,26.063330672965822,47.39106322580699,0.0,0.0,22.04089144506196
2025-01-03 02:00:00,0.0,2.59,10.24,6.53,0.0,0.0,25.43577715296068,0.0,0.0,2,4,0,0.0,26.564133333333334,0.0,0.0,24.96266249588609,47.43876309700568,0.0,0.0,24.29098024419187
2025-01-03 03:00:00,0.0,2.55,9.58,16.68,0.0,0.0,27.57195205933791,0.0,0.0,3,4,0,0.0,26.564133333333334,0.0,0.0,25.586366329627612,47.41846011678368,0.0,0.0,28.059223584666057
2025-01-03 04:00:00,0.0,2.41,9.21,12.57,0.0,0.0,28.24230540930139,0.0,0.0,4,4,0,0.0,26.564133333333334,0.0,0.0,27.08334487386666,47.46034004470365,0.0,0.0,27.237187139222264
2025-01-03 05:00:00,0.0,2.21,9.13,27.11,0.0,0.0,27.850710629433824,0.0,0.0,5,4,0,0.0,26.564133333333334,0.0,0.0,27.888322699357705,47.48836005565956,0.0,0.0,27.178230366491743
2025-01-03 06:00:00,0.0,1.97,9.32,27.39,0.0,0.0,32.59181746067596,0.0,0.0,6,4,0,0.0,26.564133333333334,0.0,0.0,29.561611166470396,47.42512004575602,0.0,0.0,34.10957769836131
2025-01-03 07:00:00,85.1,1.66,10.82,27.07,13.616,0.0,35.14523878302688,0.0,0.0,7,4,0,4.5386666666666615,26.615133333333333,0.0,0.0,31.862588957712223,47.54383244664654,12.392,0.0,32.296141161654326
2025-01-03 08:00:00,258.1,1.77,14.07,27.07,41.296,0.0,40.21409780546472,1.0819021945352816,2.163804389070563,8,4,0,18.303999999999995,26.741666666666664,0.0,0.0,35.98371801638919,47.20201640374634,38.2592,0.0,48.417682835069385
2025-01-03 09:00:00,421.2,1.51,16.39,26.2,67.392,0.0,51.23430479146671,11.081902194535282,22.163804389070563,9,4,0,40.767999999999994,26.914,0.0,0.0,42.1978804599861,47.370782497355464,63.25600000000001,0.0,47.18391854484763
2025-01-03 10:00:00,556.05,1.83,19.66,25.31,88.96799999999999,0.0,55.89251539304914,21.08190219453528,42.16380438907056,10,4,0,65.88533333333332,27.166533333333334,0.0,0.0,49.113639329993525,47.33554325014101,82.90719999999999,0.0,56.738257326196255
2025-01-03 11:00:00,682.72,2.24,22.49,8.69,109.23520000000002,0.0,64.70953708560326,31.08190219453528,62.16380438907056,11,4,0,88.53173333333332,27.338000000000005,0.0,0.0,57.27878575670636,47.33864016419697,105.12,0.0,64.63521114826013
2025-01-03 12:00:00,687.97,2.25,24.3,18.12,110.07520000000002,0.0,77.2274613331077,41.08190219453528,82.16380438907056,12,4,0,102.75946666666668,27.455933333333334,0.0,0.0,65.94317127058669,47.70187151538129,107.2448,0.0,68.50990890468395
2025-01-03 13:00:00,625.85,2.18,25.26,3.74,100.136,0.0,70.84555687926893,50.0,100.0,13,4,0,106.48213333333335,27.652266666666666,0.0,0.0,70.92751843265997,47.13858827217967,95.424,0.0,84.36435471610785
2025-01-03 14:00:00,494.2,1.83,25.15,4.68,79.072,0.0,84.035552393633,45.036447606367005,90.072895212734,14,4,0,96.42773333333334,27.91746666666667,0.0,0.0,77.36952353533654,47.23044841869534,72.7072,0.0,81.83090887725697
2025-01-03 15:00:00,311.6,1.19,24.31,5.93,49.85600000000001,0.0,84.65697045363466,35.036447606367005,70.07289521273401,15,4,0,76.35466666666666,28.13893333333333,0.0,0.0,79.8460265755122,47.551302849586705,44.5408,0.0,76.95646411224178
2025-01-03 16:00:00,115.22,0.96,21.87,6.95,18.4352,0.0,73.99101735138476,25.036447606367005,50.07289521273401,16,4,0,49.12106666666667,28.2534,0.0,0.0,80.8945133995508,47.51840074938777,15.688,0.0,74.78066775615936
2025-01-03 17:00:00,0.0,1.55,19.39,7.48,0.0,0.0,65.30265722727185,15.036447606367004,30.07289521273401,17,4,0,22.76373333333333,28.2534,0.0,0.0,74.65021501076376,47.74454720451241,0.0,0.0,59.87514230428044
2025-01-03 18:00:00,0.0,2.11,17.9,8.41,0.0,0.0,57.41475166573702,5.036447606367005,10.07289521273401,18,4,0,6.145066666666661,28.2534,0.0,0.0,65.56947541479788,47.50679473960327,0.0,0.0,63.12081082355623
2025-01-03 19:00:00,0.0,2.45,16.48,9.34,0.0,0.0,49.63024829585893,0.0,0.0,19,4,0,0.0,28.2534,0.0,0.0,57.44921906295593,47.583552585852665,0.0,0.0,47.7880599858736
2025-01-03 20:00:00,0.0,2.56,15.46,10.27,0.0,0.0,40.1165402686857,0.0,0.0,20,4,0,0.0,28.2534,0.0,0.0,49.053846743427215,47.372417273562995,0.0,0.0,45.18378776363776
2025-01-03 21:00:00,0.0,2.53,14.78,11.2,0.0,0.0,36.38568372979516,0.0,0.0,21,4,0,0.0,28.2534,0.0,0.0,42.0441574314466,47.3712191027384,0.0,0.0,36.41443982958519
